hours,score,eca,sleep,practice,grade
4,47,No,9,3,32
5,77,Yes,5,8,64
8,67,Yes,4,5,57
7,96,No,5,3,82
8,86,No,4,0,78
8,51,Yes,4,6,40
6,96,Yes,8,1,88
2,64,No,6,5,42
6,77,Yes,8,9,67
1,83,Yes,9,0,56
1,54,Yes,5,6,26
3,83,Yes,5,3,56
3,80,Yes,7,2,63
5,90,No,9,9,78
1,92,Yes,9,6,68
6,73,Yes,8,2,66
7,99,No,8,7,90
3,84,No,9,3,65
4,52,No,8,2,33
3,47,Yes,7,6,32
1,98,Yes,8,6,74
8,52,No,8,8,48
2,75,No,9,9,57
1,45,No,9,6,22
8,77,No,8,5,69
7,71,No,8,2,62
7,60,Yes,9,3,52
4,83,No,5,7,66
9,83,Yes,6,5,81
6,88,Yes,5,8,75
2,98,No,8,7,80
1,46,No,4,7,20
1,65,No,4,9,40
9,54,No,7,9,55
4,95,No,5,6,78
5,88,Yes,9,9,76
3,81,No,7,0,60
4,62,No,7,4,44
8,91,Yes,4,6,85
4,77,No,5,9,56
9,80,No,6,8,76
9,54,No,9,3,49
6,87,Yes,5,7,72
2,92,No,7,0,69
7,79,No,8,3,72
9,55,No,7,3,50
6,71,No,5,1,57
3,76,Yes,4,2,56
7,57,No,5,2,46
5,59,Yes,6,8,45
1,85,No,9,6,60
3,41,No,9,1,22
5,94,No,8,8,81
7,62,Yes,8,7,54
3,69,No,7,5,48
6,42,No,5,5,28
5,85,Yes,9,1,73
1,78,No,4,2,52
6,86,No,6,5,74
8,88,No,7,2,84
1,40,No,5,6,13
2,80,Yes,4,4,57
4,61,Yes,5,3,42
2,68,Yes,4,7,47
9,53,No,5,1,48
8,87,No,5,2,81
8,67,No,9,9,63
4,60,No,7,3,43
5,84,Yes,5,9,71
4,71,No,5,5,49
9,45,Yes,7,4,43
2,93,No,7,4,69
8,40,No,8,6,34
2,60,Yes,8,7,37
1,96,No,9,5,74
3,43,Yes,7,2,21
9,42,Yes,6,3,38
3,88,No,9,0,67
9,69,Yes,4,4,64
7,70,Yes,7,9,61
1,73,No,8,7,46
5,58,Yes,5,2,41
9,59,Yes,7,9,58
3,62,No,7,3,40
9,93,Yes,8,3,92
5,98,No,8,5,86
9,79,Yes,6,8,77
6,64,No,9,9,52
9,54,No,8,2,47
7,77,No,8,3,70
7,62,No,8,5,57
8,91,No,9,5,90
7,41,Yes,5,6,32
9,96,No,7,0,93
9,96,No,7,8,94
6,54,Yes,8,1,42
7,91,No,9,3,82
2,83,Yes,6,2,58
9,74,Yes,8,2,68
1,49,No,9,4,25
1,53,Yes,9,6,30
3,66,Yes,6,6,46
6,93,Yes,9,6,86
5,53,No,7,2,42
2,74,Yes,6,8,49
9,72,No,6,5,70
4,91,No,4,9,74
4,40,Yes,6,7,26
5,73,No,6,0,56
8,58,Yes,5,3,54
4,63,Yes,7,6,48
5,81,No,8,8,70
4,43,No,4,2,22
6,75,No,6,5,62
3,52,Yes,5,7,33
8,97,Yes,5,2,93
6,71,Yes,9,5,62
5,48,No,8,8,31
2,78,Yes,8,8,60
7,55,Yes,7,5,50
2,89,Yes,9,4,67
1,42,Yes,6,0,17
7,91,No,5,2,82
5,59,Yes,4,2,41
1,49,No,7,3,24
4,95,Yes,6,4,78
4,97,Yes,9,7,80
7,97,Yes,8,8,93
9,61,No,9,6,64
2,87,No,6,9,60
1,42,No,9,5,18
2,50,Yes,8,2,28
7,64,Yes,6,8,54
6,81,No,4,9,71
4,87,Yes,7,0,68
1,47,Yes,9,8,23
1,48,No,8,2,20
5,54,Yes,4,8,37
1,71,Yes,5,9,47
7,92,Yes,4,0,81
1,42,No,4,7,18
1,43,Yes,4,5,16
2,69,No,8,8,49
3,52,Yes,5,3,33
1,83,No,7,4,60
9,60,No,4,5,55
8,80,No,8,8,75
5,96,No,8,5,81
2,85,Yes,7,8,64
5,58,No,6,1,41
6,78,Yes,5,3,68
1,87,Yes,5,2,59
4,61,No,9,3,44
9,59,Yes,4,0,55
2,76,Yes,6,1,54
5,70,Yes,5,3,53
1,49,Yes,9,9,24
4,57,No,4,3,37
4,82,Yes,6,4,65
6,78,Yes,8,8,69
9,85,Yes,4,0,82
3,59,Yes,6,7,39
9,57,Yes,7,2,54
6,50,No,5,8,36
7,61,Yes,4,7,55
2,98,No,9,7,78
6,83,Yes,8,8,73
6,57,No,9,3,49
2,97,Yes,4,4,74
2,73,Yes,5,6,51
2,62,No,5,1,37
1,40,No,6,6,16
5,94,No,9,2,84
8,49,Yes,9,5,47
2,92,No,8,5,70
5,40,No,6,5,28
8,77,No,8,9,72
5,78,Yes,4,1,60
2,88,Yes,4,8,67
3,48,Yes,9,7,33
6,70,No,6,6,58
5,46,Yes,7,8,36
4,56,Yes,5,3,35
4,74,Yes,6,1,56
5,87,Yes,6,3,71
2,76,No,4,9,51
9,91,Yes,5,2,88
2,57,No,6,1,36
2,72,No,4,1,50
9,43,No,4,7,42
3,62,No,9,4,44
7,50,No,9,5,42
4,91,No,6,7,75
6,48,Yes,6,6,34
4,69,No,4,6,54
7,47,Yes,9,6,36
1,79,No,6,6,53
3,44,Yes,5,7,24
3,51,No,4,0,30
1,40,Yes,4,2,13
6,54,Yes,6,0,43
9,64,No,6,7,56
8,57,No,6,1,50
7,77,No,5,6,67
8,81,No,4,5,74
6,85,Yes,7,0,73
9,92,Yes,5,5,90
3,65,No,5,8,42
9,79,No,9,2,77
4,98,Yes,4,6,84
7,42,No,7,3,37
9,93,Yes,4,0,91
2,61,No,5,6,34
2,65,No,6,0,40
9,58,Yes,4,3,53
3,83,Yes,4,8,63
9,83,No,6,4,82
5,86,Yes,7,6,73
6,99,No,7,6,86
2,78,Yes,4,2,56
8,98,No,6,7,94
9,75,No,9,0,74
2,60,No,4,3,37
6,80,Yes,6,9,69
6,93,Yes,5,3,79
8,87,Yes,9,1,83
5,65,Yes,6,5,50
9,52,No,4,0,47
1,75,Yes,8,2,53
9,63,Yes,7,8,62
7,80,Yes,4,9,75
4,65,No,6,5,48
3,60,Yes,9,1,40
6,57,Yes,9,8,45
1,54,No,6,1,27
3,54,No,7,6,32
2,45,No,4,0,20
9,82,No,9,4,80
3,70,No,9,6,51
2,67,No,8,2,44
4,47,No,5,3,29
2,68,Yes,8,4,46
1,60,No,5,2,37
6,56,No,9,5,44
8,95,No,5,2,90
2,96,No,4,7,75
9,88,No,9,6,84
3,63,Yes,9,0,44
8,97,Yes,5,1,91
8,99,Yes,6,3,94
3,89,Yes,5,4,69
3,75,Yes,5,9,57
6,70,Yes,7,3,55
1,86,Yes,7,3,61
4,73,No,4,8,54
1,41,No,4,3,12
3,81,No,6,3,62
9,42,No,7,3,40
5,69,No,8,1,57
5,47,No,4,7,33
4,91,Yes,4,3,71
3,46,No,7,4,26
5,51,No,7,7,39
4,97,No,6,3,74
8,58,Yes,7,4,56
4,65,Yes,5,4,45
8,67,Yes,9,5,61
6,54,No,8,6,45
5,53,No,9,2,43
4,87,No,5,9,68
4,98,Yes,5,2,79
4,53,Yes,9,8,40
9,42,No,5,0,37
4,89,Yes,4,9,72
9,68,No,9,7,67
6,99,Yes,5,9,93
7,93,Yes,4,2,85
3,45,Yes,7,4,26
8,88,No,8,2,84
3,62,Yes,8,9,45
1,67,No,5,0,41
5,53,No,8,9,39
2,53,No,4,4,28
6,59,Yes,7,7,48
9,52,Yes,5,4,46
1,66,Yes,6,3,38
4,99,No,9,8,87
1,74,Yes,8,0,50
1,84,Yes,8,4,63
8,95,No,5,0,89
2,41,No,9,5,19
1,80,No,9,9,56
8,84,Yes,8,8,82
4,79,Yes,8,1,60
3,87,No,6,3,67
4,63,Yes,9,7,50
5,68,No,4,2,52
1,42,Yes,5,6,17
1,84,No,5,6,61
3,43,Yes,6,1,22
6,89,No,6,9,79
1,41,No,4,3,15
2,59,No,7,0,34
7,93,Yes,5,7,83
1,92,Yes,9,9,71
7,54,Yes,8,9,47
4,88,No,4,8,70
6,71,No,5,0,58
8,81,No,9,6,74
9,40,No,4,0,34
6,77,No,7,0,66
9,74,No,9,8,73
4,90,No,5,9,72
6,46,No,8,9,34
8,84,No,9,5,80
9,52,Yes,5,0,49
3,88,No,4,6,69
2,40,Yes,7,2,16
6,53,No,9,9,46
4,68,Yes,4,3,50
1,97,No,4,3,67
8,42,Yes,6,7,37
9,85,No,4,0,78
9,63,No,9,7,62
2,40,No,7,8,18
9,87,Yes,8,6,83
7,49,No,6,0,42
5,52,Yes,4,6,36
7,75,Yes,9,5,64
9,48,Yes,5,4,47
8,53,Yes,6,4,48
6,75,Yes,7,0,63
4,49,No,5,5,31
1,79,Yes,7,3,54
6,62,Yes,5,0,46
3,74,Yes,8,7,53
6,94,Yes,7,7,86
6,46,No,5,3,34
4,81,No,7,6,66
2,74,No,6,2,53
9,41,Yes,7,7,32
2,54,Yes,9,6,32
3,48,Yes,7,4,26
1,86,No,5,4,59
7,56,Yes,7,8,45
1,78,No,8,5,54
9,91,Yes,4,5,89
1,57,Yes,6,1,35
5,54,No,9,4,40
7,57,Yes,5,3,49
3,63,No,7,9,46
9,62,Yes,7,2,63
8,51,No,7,8,43
3,62,Yes,6,6,44
5,60,Yes,9,3,48
7,65,Yes,4,8,53
4,47,Yes,8,8,32
5,69,Yes,9,6,58
3,73,No,8,4,50
9,41,No,9,8,39
9,44,Yes,5,6,41
7,70,No,4,8,61
2,72,No,4,2,49
7,93,No,6,8,84
7,43,No,9,0,32
5,45,Yes,7,4,32
9,62,No,4,1,60
3,84,No,9,0,67
4,58,Yes,7,2,46
1,82,Yes,6,6,56
6,84,Yes,9,2,74
4,47,Yes,9,9,28
1,78,Yes,5,9,52
2,52,Yes,9,8,28
3,40,Yes,5,2,18
9,45,Yes,7,5,45
8,46,No,7,1,41
7,87,Yes,4,7,78
4,66,No,6,9,48
1,54,Yes,5,4,26
8,91,Yes,4,1,86
4,73,No,8,6,56
3,97,Yes,4,2,77
9,96,Yes,7,4,95
4,62,No,8,8,47
4,87,No,4,0,62
9,88,No,9,1,87
2,63,No,6,4,40
5,54,No,5,3,35
4,74,No,9,0,60
9,43,Yes,8,6,41
5,83,Yes,6,8,67
9,76,Yes,4,0,70
9,56,Yes,9,7,55
2,70,Yes,7,8,54
9,77,No,7,1,72
3,49,No,6,0,26
4,93,Yes,7,5,77
1,89,No,5,6,67
1,66,Yes,6,1,39
1,81,No,6,4,54
9,45,Yes,7,4,43
8,95,Yes,6,6,89
5,45,Yes,4,0,28
5,91,No,8,9,80
9,54,No,9,7,51
3,43,Yes,8,4,23
3,96,No,9,2,79
7,87,Yes,7,8,77
9,93,Yes,5,2,89
6,95,No,5,6,80
2,79,Yes,7,9,57
1,46,Yes,7,6,20
2,90,Yes,6,9,68
1,97,No,5,7,71
9,88,Yes,8,9,88
8,92,Yes,7,7,85
7,84,Yes,8,3,77
3,86,Yes,9,0,66
8,65,No,8,3,61
2,97,Yes,5,5,74
2,70,Yes,9,9,48
3,41,No,8,5,18
7,67,No,6,5,59
1,81,No,6,6,55
8,52,No,5,0,47
7,57,No,6,9,52
4,69,No,7,0,50
5,94,Yes,9,6,77
1,50,Yes,5,3,25
4,52,No,9,5,35
1,90,Yes,8,5,65
1,63,No,7,8,40
1,96,Yes,5,1,70
7,68,No,8,3,61
7,95,No,8,3,89
4,93,Yes,8,6,77
2,44,No,8,0,22
3,74,Yes,8,4,55
8,58,No,5,3,52
8,94,No,6,1,88
6,52,Yes,8,4,44
9,44,No,7,8,39
9,83,Yes,5,7,80
4,53,Yes,4,8,35
1,77,Yes,6,6,52
1,61,Yes,7,9,34
5,48,Yes,8,6,33
2,88,No,5,1,64
6,79,No,5,2,65
7,65,Yes,8,9,55
1,84,No,7,7,58
6,44,Yes,5,1,29
8,68,No,9,6,65
5,93,Yes,6,5,80
7,61,No,7,9,55
6,88,Yes,8,3,78
4,42,No,7,3,22
7,67,Yes,9,2,53
9,77,Yes,7,5,77
7,53,No,4,2,41
5,86,Yes,8,8,69
7,53,Yes,6,3,47
3,82,No,8,3,64
2,50,No,4,1,28
5,48,Yes,8,1,35
4,77,Yes,8,6,63
5,86,Yes,6,4,71
8,83,Yes,4,2,78
4,45,No,8,5,32
9,40,Yes,9,5,40
7,64,Yes,8,0,55
7,55,No,5,2,42
8,91,No,8,4,88
6,54,Yes,6,6,43
8,73,No,5,3,66
3,56,No,9,7,33
1,42,No,9,2,12
6,42,Yes,9,5,32
1,76,Yes,4,5,48
9,56,Yes,9,8,56
2,94,No,7,3,73
2,88,Yes,6,6,65
7,91,Yes,4,9,83
2,77,Yes,5,0,53
8,40,No,7,0,39
6,46,Yes,4,1,32
7,65,Yes,6,3,55
7,86,Yes,5,5,76
6,78,Yes,6,3,69
9,58,No,6,5,54
9,91,Yes,5,1,89
7,93,Yes,9,8,87
9,69,No,8,2,66
3,82,No,6,6,65
3,94,No,9,0,71
1,53,No,5,7,27
5,52,No,6,3,38
4,59,Yes,8,4,43
2,65,No,5,6,38
9,66,No,4,2,59
3,64,No,4,8,44
8,48,Yes,9,8,39
6,80,Yes,4,7,67
5,87,Yes,7,0,70
1,51,No,6,1,24
4,49,Yes,6,1,31
3,45,No,5,2,24
1,89,No,7,1,61
5,73,Yes,6,0,59
6,98,Yes,5,4,87
2,91,Yes,8,5,68
3,80,No,6,6,62
6,58,Yes,9,9,50
4,45,Yes,6,6,27
9,41,Yes,8,1,36
5,54,Yes,8,6,43
4,56,Yes,6,1,35
2,55,No,8,1,29
6,67,No,5,5,56
2,60,Yes,6,5,41
7,47,No,6,7,37
3,49,No,4,4,26
9,49,No,9,4,46
5,89,Yes,6,9,75
8,49,No,4,0,40
6,48,Yes,8,3,36
8,67,No,9,0,62
3,63,Yes,9,9,47
3,58,No,8,4,39
5,72,No,5,7,57
3,43,Yes,4,0,20
8,95,Yes,6,2,87
8,42,No,4,0,31
2,81,Yes,8,5,57
4,51,Yes,8,9,37
1,57,Yes,5,0,29
4,62,Yes,9,9,48
4,59,No,9,2,41
9,45,Yes,8,4,43
3,92,No,4,4,70
2,73,No,9,1,54
9,81,Yes,6,2,77
9,41,Yes,6,8,40
1,69,Yes,4,0,39
6,48,Yes,5,0,38
8,66,No,6,1,61
3,81,No,4,7,59
9,73,Yes,4,5,68
2,79,No,8,3,59
6,63,Yes,9,6,55
1,88,No,8,5,63
7,56,No,9,8,47
3,68,No,5,5,49
7,75,Yes,5,1,64
4,89,Yes,5,2,72
9,51,No,4,8,46
5,70,Yes,4,6,55
3,88,Yes,8,5,73
8,48,No,6,4,41
6,58,Yes,9,2,50
2,85,Yes,9,3,61
3,85,No,5,0,60
8,56,No,9,4,52
7,41,No,7,6,31
6,79,No,5,1,66
1,44,Yes,9,7,16
9,98,Yes,8,9,93
3,78,No,9,5,59
5,93,No,4,9,78
7,87,Yes,8,2,79
7,55,Yes,8,1,50
3,56,Yes,8,7,38
4,93,No,7,3,80
7,66,No,7,6,58
8,46,No,9,6,44
2,91,No,5,9,70
9,47,Yes,9,8,45
7,47,No,9,9,40
8,62,No,9,7,57
6,71,Yes,4,7,61
6,82,No,8,6,72
9,86,Yes,6,9,83
4,57,No,5,4,36
5,77,Yes,5,8,61
9,93,Yes,8,6,90
1,51,Yes,5,2,22
4,54,No,8,5,35
7,67,No,5,2,59
9,94,No,9,5,89
6,77,No,4,7,66
8,89,No,5,8,88
9,95,No,5,1,91
4,70,Yes,6,5,53
1,91,No,4,2,64
8,48,No,9,6,40
2,47,Yes,4,3,24
1,85,Yes,4,4,59
7,58,No,5,9,49
9,90,Yes,7,5,85
9,47,No,5,7,47
3,73,Yes,8,1,54
6,96,No,6,3,82
7,43,Yes,4,3,31
9,70,Yes,8,5,67
2,77,No,9,3,58
8,42,No,8,4,36
7,74,Yes,7,4,66
4,58,Yes,4,7,39
2,82,Yes,5,3,61
8,68,Yes,4,5,64
5,49,No,6,6,31
6,51,Yes,4,7,39
7,85,Yes,8,8,78
1,69,No,8,9,43
8,69,No,5,7,62
4,99,No,5,3,80
9,57,No,5,3,51
1,63,No,9,9,40
2,71,No,6,4,48
6,48,Yes,9,2,38
1,86,Yes,9,1,61
4,63,Yes,9,1,42
8,65,No,4,8,57
5,42,No,7,7,26
9,62,Yes,4,5,58
6,50,Yes,5,8,40
1,49,No,6,4,26
6,89,No,9,9,78
6,75,Yes,4,0,62
6,99,Yes,8,7,90
8,52,Yes,9,2,50
6,68,Yes,4,8,57
5,77,Yes,8,0,62
2,98,No,4,2,74
4,92,Yes,4,0,74
5,52,Yes,9,0,40
4,96,No,4,5,81
2,65,Yes,5,3,45
7,59,No,8,9,50
2,44,No,6,3,17
1,59,Yes,7,4,31
5,53,Yes,9,2,40
1,84,No,8,1,61
1,53,No,5,9,26
1,47,No,8,7,20
6,87,Yes,6,6,73
9,52,Yes,9,9,55
1,63,Yes,8,3,37
5,54,Yes,5,1,35
9,90,Yes,9,8,90
9,40,No,5,7,36
1,61,Yes,9,3,38
8,73,Yes,7,4,65
1,89,No,6,9,66
8,90,Yes,7,5,88
1,79,Yes,4,3,53
5,42,Yes,5,1,27
8,94,No,7,4,90
6,65,No,5,0,50
9,53,Yes,9,6,49
1,97,Yes,5,8,71
9,80,Yes,4,2,72
1,47,No,5,5,21
3,88,No,9,8,73
1,94,Yes,9,3,68
3,94,Yes,7,5,74
2,95,Yes,6,2,72
2,55,Yes,8,8,38
9,81,No,7,6,78
8,60,No,4,6,55
1,49,Yes,8,3,24
4,96,No,5,5,72
1,64,No,7,7,38
1,95,Yes,8,5,73
4,77,Yes,7,5,60
2,61,Yes,5,3,38
3,88,Yes,9,7,74
9,87,No,7,9,86
2,86,Yes,4,7,62
4,93,Yes,8,8,80
1,85,Yes,8,5,62
2,43,Yes,8,1,22
5,43,No,7,3,28
1,69,Yes,5,3,41
7,41,Yes,7,7,34
4,68,No,7,4,52
6,82,Yes,9,3,71
8,75,Yes,8,7,68
6,60,Yes,5,2,47
2,99,No,6,1,73
1,60,Yes,5,3,33
8,87,Yes,7,0,83
8,60,Yes,4,0,48
9,43,No,5,4,39
6,40,Yes,8,0,29
1,65,Yes,4,3,36
9,95,Yes,6,7,94
3,90,No,6,7,73
6,41,No,4,1,28
9,48,Yes,6,2,49
3,94,Yes,4,2,73
5,96,No,7,0,83
5,84,Yes,4,2,73
7,57,No,7,7,50
4,87,No,8,5,74
4,87,No,8,4,71
7,96,Yes,6,9,92
9,81,No,9,8,78
4,80,No,9,6,64
4,50,Yes,4,5,37
6,64,Yes,7,4,49
6,65,Yes,8,4,53
7,97,No,8,9,95
1,75,No,8,8,50
3,81,Yes,6,9,62
9,74,No,8,5,74
6,77,Yes,9,3,70
6,42,Yes,5,3,29
5,98,Yes,6,3,81
3,80,Yes,4,5,58
5,74,Yes,5,0,57
1,89,No,6,8,61
3,79,No,6,1,56
4,61,Yes,7,1,44
5,47,No,5,4,30
9,54,No,5,3,53
4,84,Yes,9,2,67
3,46,No,5,4,21
1,58,No,8,6,35
6,79,Yes,9,9,77
7,81,No,8,1,72
8,56,No,9,5,52
1,40,No,4,3,15
4,84,No,9,1,67
5,68,No,4,0,55
2,97,Yes,9,7,73
1,52,Yes,4,4,25
8,95,Yes,8,9,90
6,87,Yes,9,1,74
5,68,Yes,7,7,53
9,80,No,9,2,79
2,81,No,4,6,59
8,45,Yes,6,1,40
9,44,Yes,8,6,39
1,73,Yes,7,3,49
7,50,No,6,9,41
8,48,No,6,0,39
3,77,No,8,4,57
4,79,No,9,3,66
3,80,No,5,7,59
7,48,No,7,0,40
9,47,Yes,9,1,47
3,83,No,8,4,65
6,97,Yes,5,9,86
8,79,Yes,8,9,75
6,42,No,8,1,30
2,52,No,6,0,26
7,58,No,9,5,49
2,73,No,8,9,52
2,71,No,9,3,47
2,88,No,5,4,64
1,55,No,6,2,28
1,75,No,5,9,48
7,57,Yes,5,5,47
5,53,Yes,6,3,37
3,69,No,9,5,54
1,41,Yes,5,4,18
6,52,No,4,1,37
1,66,Yes,9,3,41
9,98,Yes,8,1,96
2,92,No,6,4,69
1,91,No,6,2,64
7,56,No,9,5,48
6,70,Yes,4,4,59
6,54,Yes,4,1,39
5,96,No,4,9,80
4,59,Yes,4,7,38
4,44,No,7,5,26
3,46,Yes,6,8,27
8,57,No,5,2,50
7,95,Yes,6,3,89
9,50,No,6,7,45
1,71,No,6,6,42
7,89,No,4,7,80
4,66,Yes,4,8,48
7,65,No,7,7,59
1,76,Yes,9,7,53
5,84,No,6,5,72
3,67,No,8,1,46
5,89,No,9,6,75
4,41,Yes,7,3,25
2,59,Yes,4,2,36
4,43,Yes,6,3,24
3,52,No,4,3,31
1,63,Yes,9,2,39
8,87,No,5,8,81
5,77,No,4,2,63
4,97,No,4,1,81
5,79,No,7,0,63
4,87,No,5,0,69
3,84,Yes,9,4,66
5,94,Yes,8,4,80
4,68,No,8,8,52
1,97,No,8,3,68
3,75,Yes,6,4,57
8,41,No,8,5,37
7,80,No,6,9,68
2,57,No,9,6,35
1,88,No,9,8,65
3,47,Yes,4,5,28
5,97,No,8,0,82
1,54,Yes,7,7,29
3,80,Yes,9,1,62
3,56,Yes,5,8,35
5,62,Yes,5,6,51
3,41,No,9,6,22
9,45,No,4,9,42
1,68,No,5,9,45
4,66,Yes,5,4,48
4,76,Yes,4,7,61
1,88,Yes,4,9,59
2,73,No,4,0,50
1,57,No,7,2,33
6,81,No,4,8,65
3,49,Yes,4,0,26
7,77,Yes,4,7,69
5,98,No,9,5,87
9,83,Yes,8,9,85
7,56,Yes,9,4,46
4,98,No,8,5,82
5,52,Yes,7,4,36
5,91,Yes,7,8,77
5,99,No,5,1,85
9,87,Yes,9,9,85
3,81,Yes,8,5,62
6,66,Yes,7,3,54
8,92,Yes,7,2,89
9,41,No,9,4,35
7,73,No,5,1,65
3,70,Yes,4,2,52
1,62,No,6,6,37
4,46,No,5,0,27
6,77,No,6,1,60
3,72,Yes,5,2,52
1,51,Yes,5,9,28
6,84,No,4,6,72
1,51,No,7,3,23
9,58,No,8,7,59
1,48,No,5,7,20
6,49,Yes,4,0,38
1,56,No,6,4,31
7,89,Yes,9,0,81
3,79,Yes,9,6,66
6,78,Yes,7,3,68
7,80,Yes,9,7,75
1,49,Yes,5,7,24
1,51,Yes,6,8,26
5,54,Yes,5,5,39
6,70,No,9,6,61
9,54,Yes,8,6,52
1,67,No,9,4,38
4,43,No,8,6,25
8,75,No,9,8,73
9,94,No,7,3,93
3,40,No,6,1,16
2,97,Yes,8,7,75
4,83,Yes,4,6,64
2,96,No,7,5,77
1,73,No,5,6,44
3,86,No,9,2,66
7,56,Yes,6,5,48
1,78,No,6,9,50
2,77,Yes,9,6,56
1,83,Yes,4,6,55
8,90,No,8,4,83
5,72,Yes,9,2,58
8,99,Yes,6,1,93
3,60,Yes,4,6,38
7,65,No,4,3,55
8,85,No,5,1,80
6,75,No,4,7,64
7,44,No,7,1,37
2,72,No,6,5,49
8,40,No,7,3,33
5,92,No,4,8,78
7,45,No,4,4,31
1,76,Yes,7,3,53
5,41,No,5,7,25
1,96,Yes,4,2,69
8,92,Yes,7,8,89
4,98,No,7,7,80
4,98,Yes,6,7,80
2,44,Yes,5,9,22
5,65,No,8,4,52
1,80,Yes,7,0,59
9,90,No,6,9,88
5,92,Yes,8,8,81
6,86,Yes,6,1,79
2,52,No,6,0,28
1,51,Yes,9,5,28
4,44,Yes,5,0,19
7,41,No,4,9,31
6,98,No,5,9,87
1,43,Yes,8,9,17
1,98,Yes,9,6,75
8,66,No,5,6,61
4,89,Yes,4,0,72
5,92,No,5,9,78
7,49,No,5,4,36
8,52,No,5,2,45
7,83,Yes,7,1,74
2,41,Yes,7,4,17
4,65,Yes,5,4,47
1,54,No,4,1,25
9,85,Yes,4,5,81
3,96,No,4,6,74
3,49,Yes,4,0,30
9,61,No,9,2,59
3,79,No,9,3,60
8,64,Yes,6,1,58
2,54,No,5,9,28
3,52,Yes,5,4,33
2,47,Yes,6,3,30
1,60,Yes,4,1,31
2,60,Yes,8,0,36
8,61,Yes,8,7,56
9,85,No,6,1,82
2,72,Yes,8,3,50
7,84,No,7,9,76
5,66,Yes,5,4,52
3,79,No,8,1,60
9,89,No,9,9,91
6,61,Yes,9,8,52
1,69,No,7,1,43
5,48,Yes,5,5,32
7,84,Yes,7,6,77
4,74,Yes,5,5,55
8,57,No,5,3,52
5,81,No,8,0,68
9,44,No,9,1,41
9,66,No,6,9,63
9,96,Yes,8,9,99
1,45,Yes,4,5,17
2,71,No,7,7,47
3,47,No,4,2,24
4,95,Yes,5,6,80
9,78,No,8,8,79
6,60,Yes,4,3,49
1,57,No,4,6,27
9,53,No,9,6,51
6,54,No,4,9,41
4,81,Yes,9,8,67
4,65,Yes,9,2,48
3,92,No,5,0,72
7,83,No,9,7,75
3,71,No,5,3,48
2,78,No,9,1,58
8,67,No,9,4,62
4,99,No,5,3,83
8,78,No,4,0,68
1,82,No,7,6,55
5,71,Yes,8,3,55
9,52,Yes,8,7,49
1,54,Yes,5,8,27
4,57,Yes,4,7,38
6,78,No,7,0,66
8,45,Yes,6,7,37
3,94,Yes,5,4,72
5,50,No,6,0,34
7,71,Yes,8,8,68
1,79,Yes,8,8,56
7,59,Yes,7,6,52
8,72,Yes,7,6,67
8,79,Yes,6,0,69
9,47,No,8,8,45
6,90,No,7,0,76
6,74,No,7,6,65
2,44,Yes,8,8,26
3,74,Yes,8,8,54
4,86,Yes,4,4,68
4,53,No,9,5,34
8,60,Yes,7,1,56
1,86,Yes,6,1,63
4,63,Yes,5,9,47
4,56,Yes,5,8,40
1,57,No,8,0,31
3,73,No,9,9,56
5,51,Yes,6,4,36
6,55,No,4,6,41
9,43,No,7,9,43
9,64,No,4,5,61
9,73,Yes,6,5,69
1,67,No,4,5,44
9,85,No,8,7,82
8,50,Yes,5,6,48
2,52,No,8,4,27
1,70,No,7,9,45
1,99,No,8,1,75
6,64,Yes,6,9,54
9,78,Yes,6,5,76
7,49,No,7,9,44
5,63,Yes,7,4,50
2,40,Yes,5,3,17
1,92,Yes,4,9,66
2,64,No,5,4,42
1,67,No,8,8,42
3,75,Yes,4,1,56
6,57,No,7,5,48
8,45,Yes,6,8,40
3,41,Yes,8,9,24
9,42,No,5,4,38
5,85,Yes,9,5,73
7,47,Yes,9,9,40
8,70,Yes,7,3,62
3,87,Yes,4,4,65
2,58,No,9,7,37
2,89,Yes,4,0,68
5,45,No,6,0,30
1,53,Yes,7,9,31
2,42,No,7,3,15
9,87,Yes,8,9,89
7,40,Yes,8,2,33
6,83,No,4,4,72
9,69,No,9,9,64
7,85,Yes,9,7,78
5,58,Yes,5,0,40
9,93,Yes,4,4,91
6,58,Yes,9,4,49
6,48,Yes,8,1,38
4,46,No,8,4,28
1,85,No,8,7,62
5,76,Yes,4,9,62
9,89,No,7,6,89
8,80,No,5,1,74
8,92,Yes,5,5,85
5,46,No,8,9,33
9,48,Yes,6,0,41
3,43,No,4,9,24
3,64,No,9,9,47
1,88,No,9,2,65
9,51,No,7,5,50
6,45,No,8,8,35
2,57,Yes,6,0,30
8,79,No,8,5,76
9,60,Yes,6,1,55
9,54,No,5,8,49
2,42,No,6,1,19
2,41,No,5,2,15
7,95,Yes,5,1,86
4,94,No,4,3,77
1,80,No,6,3,55
8,79,Yes,7,9,77
2,98,Yes,7,0,74
3,43,Yes,6,7,23
5,71,No,4,4,56
3,41,No,7,7,18
7,85,No,8,5,76
7,68,No,7,1,57
2,41,Yes,4,6,13
7,73,Yes,5,9,64
6,66,No,5,8,54
9,99,Yes,5,6,97
9,93,Yes,4,4,89
2,78,Yes,5,3,53
7,83,No,5,7,74
5,77,Yes,4,5,61
6,57,No,8,4,41
1,75,No,7,6,48
7,58,No,4,2,48
6,66,Yes,4,8,54
4,84,Yes,6,3,67
1,59,Yes,5,3,34
9,60,Yes,9,7,60
